916,Emma,Robbins,19,F
917,Clifford,Rodgers,50,M
918,Jared,James,22,M
919,Hattie,Mathis,33,M
920,Benjamin,Porter,20,F
921,Jesse,Willis,52,F
922,Cecilia,Osborne,20,M
923,Chad,Harmon,62,F
924,Dylan,Dunn,49,F
925,Mamie,Yates,60,F
926,Eliza,Parks,28,M
927,Janie,Patterson,60,M
928,Ida,Hamilton,36,F
929,Tillie,Adkins,24,F
930,Martin,Stokes,46,M
931,Georgie,Wolfe,55,M
932,Nelle,Bryan,23,M
933,Bertha,Norman,21,M
934,Alejandro,Stephens,35,F
935,Ruby,Saunders,34,M
936,Alejandro,Waters,61,M
937,Max,Cummings,27,M
938,Carolyn,Norris,53,M
939,Harvey,Thornton,41,M
940,Augusta,Shaw,41,M
941,Evan,Olson,60,F
942,Tyler,Joseph,51,M
943,Marvin,Wallace,20,M
944,Ryan,Stewart,47,F
945,Hunter,Thornton,40,M
946,Eva,Dunn,42,F
947,Gavin,Armstrong,24,F
948,Franklin,Jacobs,54,F
949,Hilda,Strickland,24,M
950,Ada,Hardy,41,M
951,Bess,Boone,51,M
952,Virginia,Richards,35,M
953,Lora,Norris,44,M
954,Mae,Osborne,37,F
955,Sarah,French,60,F
956,Philip,Jacobs,23,F
957,Ethan,Henry,38,M
958,Floyd,Powell,48,M
959,Ronald,Dawson,40,F
960,Jared,Morgan,48,M
961,Viola,Jackson,50,F
962,Edith,Morales,45,M
963,Estella,Fitzgerald,32,M
964,David,Fletcher,36,M
965,Jeffery,Simon,29,M
966,Cory,McKenzie,40,M
967,Allen,Wade,38,F
968,Louisa,Mullins,42,M
969,Bill,Ramos,21,F
970,Antonio,Graham,22,M
971,Noah,Jenkins,57,M
972,Adrian,Strickland,19,M
973,Tony,Kim,63,F
974,Johanna,Massey,46,M
975,Raymond,Allen,46,M
976,Calvin,Fields,58,F
977,Nannie,Willis,43,F
978,Rosalie,Gray,20,M
979,Ricardo,Jackson,35,M
980,Evelyn,Floyd,32,M
981,Katherine,Burton,27,F
982,Jonathan,Rose,42,M
983,Louis,Bell,38,M
984,Michael,Meyer,55,M
985,Rebecca,Meyer,51,F
986,Isabel,Jones,61,F
987,Lelia,Christensen,49,M
988,Etta,Norton,39,F
989,Maria,Wilkerson,47,F
990,Willie,Morton,46,F
991,Christina,Schultz,43,M
992,Howard,Parks,36,M
993,Winnie,Wheeler,50,M
994,Ruby,Newman,31,F
995,Randy,Wilkins,50,M
996,Olivia,Brewer,33,F
997,Rosie,Wilson,46,F
998,Betty,Patton,60,M
999,Stella,Aguilar,49,M
1000,Laura,Tyler,25,M
1001,Joshua,Smith,40,M
1002,Leona,Jordan,47,M
1003,Barry,Fuller,21,F
1004,Claudia,Brady,35,M
1005,Lora,Delgado,50,M
1006,Amanda,Carson,50,F
1007,Warren,Paul,42,M
1008,Alfred,Osborne,59,F
1009,Lora,Poole,45,M
1010,Gertrude,Parks,52,F
1011,Stephen,Lopez,18,F
1012,Tyler,Pittman,28,F
1013,Cecelia,Copeland,31,F
1014,Tony,Roberts,37,F
1015,Fred,Morrison,23,F
1016,Clifford,Richardson,29,F
1017,Arthur,Gray,59,M
1018,Oscar,Parsons,62,F
1019,Warren,Anderson,31,F
1020,Harry,Price,34,M
1021,Melvin,McKinney,59,F
1022,Caroline,Burns,44,M
1023,Luis,Lindsey,51,F
1024,Leila,Blake,52,F
1025,Alan,Boyd,58,M
1026,Phoebe,Smith,53,F
1027,Josephine,Daniels,59,F
1028,Andre,Guerrero,19,F
1029,Billy,Hunter,56,M
1030,Myra,Ballard,31,F
1031,Randall,Torres,35,F
1032,Raymond,Moreno,63,M
1033,Trevor,Moody,46,F
1034,Adam,Tucker,59,M
1035,Rosie,Pena,45,M
1036,Hunter,Young,53,F
1037,Esther,Jennings,59,F
1038,Benjamin,Brady,50,F
1039,Cameron,Fuller,23,F
1040,Eunice,Lyons,41,F
1041,Ethel,Lee,64,M
1042,Phoebe,Roy,49,M
1043,Landon,Holland,59,F
1044,Tom,Love,62,M
1045,Ola,Howell,42,M
1046,Irene,Munoz,39,M
1047,Kate,Barber,63,M
1048,Olive,Rios,62,F
1049,Margaret,Barton,20,M
1050,Eunice,Wolfe,62,M
1051,Bruce,Ballard,62,F
1052,Josephine,Riley,34,M
1053,Jay,Warner,21,F
1054,Tom,Owen,54,F
1055,Estella,Schultz,54,M
1056,Katharine,Dunn,25,M
1057,Jacob,Sims,30,F
1058,Stanley,Aguilar,56,F
1059,Ophelia,Holloway,57,F
1060,Maria,Salazar,55,M
1061,Wayne,Clarke,28,F
1062,Ola,Johnson,36,F
1063,Caleb,Ford,19,M
1064,Hannah,Weber,55,M
1065,Samuel,Vargas,41,F
1066,Mina,Sanchez,60,F
1067,Cole,Moody,51,M
1068,Gerald,Wells,49,M
1069,Ada,Guerrero,18,F
1070,Verna,Brady,28,M
1071,Mary,Rhodes,33,M
1072,Marcus,Walton,47,M
1073,Edna,Wood,39,F
1074,Jacob,Wells,35,M
1075,Polly,Newman,44,F
1076,Gavin,Harris,24,M
1077,Jose,Webb,41,F
1078,Mabel,Garcia,36,M
1079,Eddie,Stephens,42,M
1080,Myrtle,Lowe,37,F
1081,Elijah,Hampton,18,F
1082,Lee,Todd,54,M
1083,Rebecca,Romero,48,M
1084,Johnny,Curry,28,M
1085,Martin,Bennett,46,M
1086,Robert,Caldwell,40,M
1087,Leonard,Powers,58,F
1088,Jerry,Dunn,20,F
1089,Allie,Joseph,26,M
1090,Bertie,Weaver,32,F
1091,Willie,McLaughlin,39,F
1092,Jesus,Cooper,64,M
1093,Clifford,Hughes,29,F
1094,Loretta,Chapman,33,M
1095,Joe,Carroll,42,M
1096,Louise,Blake,42,M
1097,Winifred,Armstrong,59,F
1098,Brett,Morris,55,M
1099,Trevor,Swanson,47,F
1100,Justin,Hudson,37,M
1101,Linnie,Hogan,62,M
1102,Howard,Murphy,50,M
1103,Birdie,Phelps,35,F
1104,Hilda,Hopkins,42,M
1105,Maurice,Willis,32,M
1106,Arthur,Collins,38,F
1107,Pearl,Saunders,49,M
1108,Daisy,Luna,64,F
1109,Lola,Hoffman,58,F
1110,Ophelia,Bryant,31,F
1111,Josephine,Fletcher,43,F
1112,Fanny,Lloyd,20,F
1113,Thomas,Fields,37,M
1114,Darrell,Summers,55,F
1115,Eugenia,Kelly,18,F
1116,Juan,Klein,52,F
1117,Joel,Armstrong,27,M
1118,Bill,Sherman,29,M
1119,Bradley,Collier,42,M
1120,Alberta,Zimmerman,64,F
1121,Randy,Andrews,58,F
1122,Charlotte,Edwards,33,M
1123,Darrell,Rios,41,M
1124,Grace,Douglas,44,M
1125,Alexander,Bass,62,F
1126,Josephine,Hunt,42,M
1127,Amanda,Nash,28,M
1128,Ian,Medina,24,F
1129,Derrick,Fletcher,49,M
1130,Rose,Adams,47,F
1131,Pearl,Tucker,53,F
1132,Douglas,Fisher,48,F
1133,Harriet,Rodriquez,39,F
1134,Hunter,Carson,40,M
1135,Owen,Peters,64,F
1136,Johnny,Aguilar,48,F
1137,Violet,Dunn,53,M
1138,Gary,Bowman,55,M
1139,Jon,Mack,58,M
1140,Milton,Hunt,47,M
1141,Jeremy,Phelps,57,M
1142,Jeff,Larson,44,F
1143,Alberta,Hammond,60,F
1144,Marc,Caldwell,52,F
1145,Tom,Farmer,42,M
1146,Paul,Casey,61,F
1147,Anthony,Marsh,41,F
1148,Nancy,Conner,23,M
1149,Gussie,Gill,30,M
1150,Amy,Stokes,27,F
1151,Lulu,Soto,58,F
1152,Sylvia,Murray,45,M
1153,Charlotte,Reid,30,M
1154,Alejandro,Wise,35,M
1155,Susan,Stevenson,19,M
1156,Isaiah,Hampton,22,F
1157,Irene,Schwartz,64,F
1158,Susan,Kim,64,M
1159,Harvey,Nash,47,F
1160,Martha,Spencer,22,F
1161,Edith,Nunez,35,M
1162,Rosa,Hawkins,47,M
1163,Howard,Berry,32,F
1164,Logan,Ross,38,M
1165,Tillie,Garcia,42,M
1166,Elizabeth,Harvey,31,F
1167,Dylan,Flores,28,F
1168,Sarah,Burke,43,F
1169,Ophelia,Wilkins,49,F
1170,Christian,Riley,18,M
1171,Sophia,Riley,61,F
1172,Douglas,Foster,25,F
1173,Max,Patrick,28,F
1174,Antonio,Hubbard,52,M
1175,Vernon,McKenzie,20,F
1176,Luke,Graham,30,F
1177,Clarence,Morales,46,F
1178,Miguel,Walters,56,M
1179,Birdie,Frank,63,M
1180,David,Bishop,22,F
1181,Christina,Phelps,34,M
1182,Sarah,Hoffman,59,M
1183,Sally,Martin,40,F
1184,Justin,Chapman,31,M
1185,Martin,Jordan,52,F
1186,Beulah,Jensen,52,M
1187,Christina,Morgan,27,F
1188,Maggie,Poole,44,M
1189,Lulu,Ortega,41,F
1190,Ronald,Edwards,52,F
1191,Gordon,Bowers,39,M
1192,Luis,Burton,58,M
1193,Effie,Gibbs,18,F
1194,Nannie,Owen,62,F
1195,Ruth,Vargas,53,M
1196,Alexander,Perry,30,F
1197,Mildred,Neal,32,F
1198,Wesley,Lucas,56,M
1199,Willie,Herrera,38,M
1200,Emma,Reese,57,F
1201,Ophelia,Garza,47,M
1202,Pauline,Doyle,63,F
1203,Blake,Schultz,60,F
1204,Louise,Conner,23,M
1205,Irene,McKenzie,34,M
1206,Caleb,Foster,46,F
1207,Aiden,Fields,50,M
1208,Lily,Jimenez,52,M
1209,Ray,Spencer,61,F
1210,Ethel,Vargas,48,F
1211,Eugene,Guzman,35,M
1212,Blake,McGee,40,F
1213,Albert,Reeves,49,F
1214,Jessie,Kelley,57,F
1215,Louisa,Owen,24,F
1216,Brett,Rose,60,F
1217,Rosalie,McKenzie,57,M
1218,Bernice,Lewis,42,F
1219,Ernest,Cohen,50,F
1220,Bradley,Moreno,50,M
1221,Lee,Lynch,43,M
1222,Cameron,Hardy,57,F
1223,Nellie,Marshall,44,M
1224,Lettie,Graves,43,M
1225,Emily,Harper,58,F
1226,Mattie,Mullins,24,F
1227,Glenn,Briggs,43,M
1228,Johanna,Barnett,23,M
1229,Flora,Lee,60,M
1230,Ora,Ball,21,F
1231,Bessie,Ball,45,M
1232,Warren,Nash,65,M
1233,Nathaniel,Buchanan,35,F
1234,Harvey,Patterson,63,M
1235,Lawrence,Gonzales,48,F
1236,Mae,Brooks,56,M
1237,Myrtle,Anderson,22,M
1238,Rachel,Fisher,63,F
1239,Adelaide,May,44,F
1240,Daniel,Allen,51,F
1241,Allie,Wilkins,23,M
1242,Arthur,Daniel,52,F
1243,Don,Cummings,51,F
1244,Stanley,Becker,65,M
1245,Lloyd,Butler,21,M
1246,Andrew,Reese,33,F
1247,George,Myers,61,M
1248,Gordon,Bowen,53,F
1249,Howard,Kennedy,38,M
1250,Tom,Snyder,35,F
1251,Sara,Parker,65,M
1252,Ellen,Richardson,30,M
1253,Shane,Burns,43,F
1254,Joseph,Mills,29,F
1255,Julian,Chambers,42,M
1256,Bess,Guzman,63,F
1257,Jeremiah,Hoffman,43,F
1258,Melvin,Powers,50,M
1259,Maud,Spencer,24,M
1260,Birdie,Brooks,30,M
1261,Isaac,Carpenter,20,M
1262,Nina,Potter,22,F
1263,Nina,Erickson,36,M
1264,Ann,Spencer,38,M
1265,Adam,Rice,64,M
1266,Micheal,Barber,50,M
1267,Fannie,Rice,63,M
1268,Gabriel,Hodges,45,M
1269,Olive,Lawrence,57,F
1270,Myra,Hunt,53,F
1271,Ada,Willis,33,F
1272,Phoebe,Chavez,51,F
1273,Gertrude,Tyler,43,M
1274,Verna,Wells,41,M
1275,Lula,Norris,59,F
1276,Carl,Meyer,61,F
1277,Evelyn,Flores,53,F
1278,Olive,Daniels,60,M
1279,Matthew,Simon,65,M
1280,Glenn,Herrera,59,F
1281,Lula,Boyd,54,M
1282,Samuel,Anderson,27,M
1283,Alvin,Pratt,37,F
1284,Russell,Santos,53,M
1285,Joseph,Jacobs,61,M
1286,Ann,Hart,18,M
1287,Ina,Taylor,48,F
1288,Mark,Guerrero,61,F
1289,Lida,Todd,60,M
1290,Trevor,Ray,32,F
1291,Jesus,Walsh,54,F
1292,Joseph,Joseph,36,M
1293,Hester,Garrett,42,F
1294,Etta,King,41,M
1295,Cecilia,McKinney,30,M
1296,Ina,Harper,50,F
1297,Alma,Bryant,26,M
1298,Lottie,Jordan,44,M
1299,Wayne,Garrett,50,F
1300,Cameron,Rodgers,47,F
1301,Gavin,Armstrong,60,M
1302,Lena,Allen,43,F
1303,Charles,Ballard,63,M
1304,Betty,Marshall,41,M
1305,Cornelia,Powell,56,F
1306,Violet,Washington,25,M
1307,Sadie,Reese,43,F
1308,Ella,Norman,29,F
1309,Brian,Henderson,27,M
1310,Derrick,Simon,52,F
1311,Ellen,Lawrence,63,M
1312,Harvey,Wong,65,F
1313,Joseph,Gill,41,F
1314,Brent,Ballard,23,F
1315,Ruby,Austin,50,M
1316,Estelle,Reed,61,M
1317,Herbert,Turner,19,F
1318,Lily,Higgins,52,F
1319,Winifred,Haynes,51,M
1320,Susie,Thomas,60,F
1321,Janie,Houston,36,M
1322,Arthur,Oliver,22,M
1323,Ronnie,Williamson,25,F
1324,James,Rose,50,M
1325,Lida,McCormick,59,M
1326,Virgie,Cruz,21,M
1327,Christine,Butler,28,M
1328,Rhoda,Ruiz,33,F
1329,Jerry,Hoffman,49,F
1330,Anne,Morgan,24,F
1331,Keith,Patrick,39,F
1332,Johnny,Walters,30,F
1333,Madge,Reed,51,F
1334,Joseph,Copeland,45,F
1335,Marguerite,Johnson,48,M
1336,Edward,Long,43,M
1337,Lela,Pratt,21,M
1338,Lottie,Carlson,41,F
1339,Elmer,Barnes,42,M
1340,Linnie,Thompson,33,M
1341,Jay,Bowman,57,F
1342,Todd,Davidson,20,M
1343,Marion,Brooks,44,F
1344,Addie,Brewer,57,M
1345,Isabella,Lambert,25,F
1346,Gene,Cox,50,M
1347,Hilda,Griffin,39,F
1348,Callie,Paul,33,M
1349,Stanley,Green,52,M
1350,Miguel,Brewer,48,F
1351,Addie,Benson,51,F
1352,Leonard,Carpenter,41,M
1353,Fred,Malone,63,M
1354,Mae,Flowers,42,M
1355,Ian,Manning,51,F
1356,Stanley,Bennett,56,F
1357,Chris,Harvey,26,F
1358,Wayne,Dunn,42,M
1359,Scott,Gray,48,M
1360,Genevieve,Patterson,27,F
1361,Ethan,Watts,26,F
1362,Luis,Pierce,23,F
1363,Georgia,Hubbard,65,M
1364,Julia,Thompson,41,F
1365,Chester,Hale,36,F
1366,Cecelia,Moore,42,M
1367,Florence,Tran,26,M
1368,Ronnie,Alexander,45,M
1369,Olive,Rivera,44,M
1370,Angel,Delgado,50,F
1371,Elsie,Vasquez,28,M
1372,Tyler,Greer,58,M
1373,Joel,Snyder,51,F
1374,Jack,Soto,45,F
1375,Carlos,Baldwin,50,M
1376,Ethan,Williamson,60,M
1377,Corey,Alvarez,51,M
1378,Ryan,Palmer,62,F
1379,Donald,Hudson,35,F
1380,Walter,Ferguson,22,F
1381,Iva,Barton,42,M
1382,Fanny,Maldonado,18,F
1383,Rena,Caldwell,40,F
1384,Myrtie,Martinez,27,M
1385,Derrick,Reese,31,F
1386,Walter,Marsh,25,M
1387,Phillip,Adams,37,F
1388,Alejandro,Frank,21,M
1389,Cody,Garza,42,F
1390,Adelaide,Fields,48,M
1391,George,Yates,30,M
1392,Lettie,Singleton,51,F
1393,Larry,Day,37,M
1394,Sylvia,Grant,19,F
1395,Leah,Nunez,22,M
1396,Edwin,Cohen,52,M
1397,Carrie,Clayton,42,M
1398,Caroline,Bryant,39,M
1399,Olivia,Turner,24,M
1400,Iva,Lyons,29,F
1401,Elizabeth,Tucker,37,F
1402,Clara,Bishop,63,F
1403,Glenn,Becker,46,F
1404,Isabelle,Santos,45,M
1405,Ethan,Harmon,64,M
1406,Scott,Mason,55,M
1407,Isabel,Long,61,M
1408,Stanley,Hudson,45,F
1409,Louis,Lopez,33,M
1410,Virgie,Hawkins,46,M
1411,Ralph,Nunez,25,F
1412,Scott,Hardy,29,M
1413,Harold,Perkins,61,M
1414,Brian,Green,29,F
1415,Elijah,Bennett,49,M
1416,Alfred,Mack,30,F
1417,Billy,Walsh,63,M
1418,Joel,Estrada,65,F
1419,Edna,Perry,54,M
1420,Estelle,Lambert,46,F
1421,Estelle,Erickson,61,M
1422,Clarence,Francis,35,F
1423,Callie,Matthews,49,M
1424,Cornelia,Copeland,49,F
1425,Callie,Day,40,F
1426,Ada,Alexander,57,F
1427,Donald,Gross,53,M
1428,Pearl,Becker,34,M
1429,Martin,Cox,41,M
1430,Emma,Brooks,56,F
1431,Lucas,Hammond,62,F
1432,Glenn,Curry,55,M
1433,Evelyn,Wood,42,F
1434,Mabelle,Fox,18,M
1435,Jerry,Stewart,40,M
1436,Virgie,Gray,24,F
1437,Celia,Boyd,55,M
1438,Alex,Byrd,64,F
1439,Rebecca,Boone,44,M
1440,Steven,Figueroa,54,F
1441,Randy,Cortez,35,F
1442,Leo,Conner,19,F
1443,Nannie,Vega,56,F
1444,Max,Lucas,26,M
1445,Kevin,Holmes,29,F
1446,Harold,Cannon,31,M
1447,Amelia,Brady,35,M
1448,Evan,Day,41,F
1449,Ralph,Flowers,23,M
1450,Lily,Delgado,52,M
1451,Elva,Gill,53,M
1452,Franklin,Joseph,48,M
1453,Rosalie,Underwood,55,M
1454,Vernon,Stewart,24,M
1455,Rhoda,White,39,M
1456,Rosalie,Morrison,54,F
1457,Timothy,Parks,20,M
1458,Francis,Tran,48,M
1459,Allen,Cruz,19,F
1460,Micheal,Olson,31,M
1461,Emilie,Tran,60,F
1462,Brent,Ward,52,F
1463,Jim,James,34,M
1464,Carrie,Rodriquez,47,M
1465,Fannie,Reese,44,F
1466,Olive,Wong,28,M
1467,Etta,Ferguson,56,F
1468,Isaac,Thompson,21,F
1469,Willie,McBride,18,M
1470,Minerva,Ramos,44,F
1471,Kathryn,Carr,53,M
1472,Allen,Francis,46,F
1473,Todd,Figueroa,65,M
1474,Louis,Holt,47,M
1475,Adeline,Brock,28,F
1476,Maurice,James,23,M
1477,Francis,Collier,41,M
1478,Olga,Cooper,19,F
1479,Hannah,Sanders,25,M
1480,Gussie,Gibbs,45,F
1481,Harriett,Schneider,31,M
1482,Luella,Carroll,57,M
1483,Clayton,Hanson,62,F
1484,Edna,Ward,32,F
1485,Terry,Todd,53,M
1486,Ronnie,Cole,43,M
1487,Leila,Morales,40,M
1488,Bettie,Bowers,20,M
1489,Bobby,Bates,28,M
1490,Lester,Curry,61,F
1491,Fred,Holland,27,F
1492,Alejandro,Phillips,51,F
1493,Virgie,Roberts,51,M
1494,Travis,Higgins,49,M
1495,Norman,Peters,19,F
1496,Maurice,Fields,26,M
1497,Madge,Torres,52,F
1498,Aiden,Holland,51,F
1499,Inez,Murphy,34,F
1500,Bradley,Rhodes,23,M
1501,Bessie,Page,36,F
1502,Alexander,Moody,61,M
1503,Alma,Ford,57,F
1504,Nicholas,Zimmerman,19,M
1505,Kyle,Lewis,59,F
1506,Marcus,Brock,41,M
1507,Rosalie,Cohen,58,F
1508,Francis,Ruiz,21,F
1509,Nannie,Steele,23,M
1510,Barbara,Fernandez,41,F
1511,Lizzie,Fields,42,F
1512,Joel,Rodriguez,60,M
1513,Hulda,Young,18,F
1514,Christine,Maxwell,34,M
1515,Glen,Myers,42,F
1516,Sue,McDonald,38,F
1517,Jesse,Lyons,26,F
1518,Alta,Cole,49,M
1519,Landon,Russell,37,M
1520,Gerald,Garner,44,F
1521,Robert,Alvarado,22,F
1522,Sam,Alvarado,25,M
1523,Lena,Tyler,59,M
1524,Lucinda,Norris,20,F
1525,Anthony,Santos,55,F
1526,Lida,Ross,54,M
1527,Brian,McBride,21,F
1528,Katherine,Sanders,23,F
1529,Elnora,Patrick,48,M
1530,Eleanor,Robinson,39,F
1531,Josie,Myers,39,F
1532,Nathan,Brock,52,M
1533,Estelle,Daniel,21,M
1534,Susie,Parks,27,F
1535,Alfred,Jordan,43,M
1536,Alberta,Lawrence,24,M
1537,Ella,Perez,47,M
1538,Virgie,Pena,50,F
1539,Eliza,Lewis,37,M
1540,William,Hogan,46,M
1541,Matthew,Moody,29,M
1542,Violet,Nash,62,F
1543,Calvin,Schwartz,39,M
1544,Millie,Hawkins,38,F
1545,Bradley,Walsh,34,F
1546,Scott,Carroll,39,M
1547,Ada,Sharp,62,M
1548,Bessie,Lawrence,55,F
1549,Garrett,Santos,45,F
1550,James,Fox,52,M
1551,Augusta,Adams,34,F
1552,Maurice,Evans,26,M
1553,Derrick,Fletcher,45,F
1554,Estelle,Thornton,19,F
1555,Logan,Greer,18,M
1556,Peter,Webster,40,F
1557,Nell,Sanders,29,M
1558,Cordelia,Ramsey,60,M
1559,Josie,Vargas,52,F
1560,Johnny,Garrett,38,M
1561,Jesus,Harrington,18,M
1562,Andrew,Austin,34,M
1563,Callie,Hampton,28,F
1564,Cornelia,Shelton,32,F
1565,Marvin,Castillo,54,F
1566,Blake,Roberts,34,M
1567,Alexander,Harvey,26,M
1568,Jerome,Steele,51,M
1569,Bryan,Garza,52,M
1570,Jeffery,Gross,26,F
1571,Arthur,Underwood,37,F
1572,Sylvia,Hines,18,F
1573,Calvin,Martin,53,F
1574,Bradley,Osborne,63,M
1575,Alta,Waters,64,M
1576,Andre,Greene,24,F
1577,Stanley,Francis,19,M
1578,Susie,Wilkins,58,F
1579,Leonard,Hogan,53,F
1580,Iva,Hawkins,52,M
1581,Mayme,Bell,65,M
1582,Melvin,Cain,38,M
1583,Jorge,Tran,26,M
1584,Oscar,Klein,41,M
1585,Cody,Jenkins,60,F
1586,Lura,Morales,37,M
1587,Lucas,Curtis,52,M
1588,Polly,McCoy,31,F
1589,Vernon,Norman,39,F
1590,David,Diaz,54,F
1591,Marvin,Jackson,35,M
1592,Myrtle,Washington,34,M
1593,Myrtle,Erickson,40,F
1594,Brett,Saunders,53,M
1595,Marion,Newman,45,M
1596,Ricky,Craig,30,F
1597,Augusta,Ray,38,M
1598,Effie,Schmidt,49,M
1599,Nora,Kelley,40,M
1600,Flora,Blair,41,F
1601,Fanny,Castillo,57,M
1602,Gordon,Harvey,50,F
1603,Georgia,Morris,27,M
1604,Teresa,Day,49,F
1605,Rhoda,Graves,45,F
1606,Rebecca,Burke,57,M
1607,Leona,Page,59,M
1608,Virgie,Collier,39,F
1609,Jeremiah,Castillo,62,M
1610,Billy,Perry,60,M
1611,Curtis,Hill,61,M
1612,Mathilda,Murray,55,F
1613,Lillie,Howell,54,F
1614,Blanche,Wells,31,M
1615,Daisy,Long,60,M
1616,Floyd,Mann,65,M
1617,Louisa,Owen,32,M
1618,Cecelia,Rhodes,50,F
1619,Noah,Myers,32,F
1620,Barry,Sanchez,42,F
1621,Lelia,Malone,38,M
1622,Evelyn,Moss,27,M
1623,Emily,Torres,43,F
1624,Ricardo,Richardson,43,F
1625,Gerald,Tucker,32,M
1626,Sara,Stephens,35,M
1627,Melvin,Walker,39,F
1628,Alan,Quinn,53,M
1629,Jon,Sutton,57,F
1630,Christopher,Boone,46,M
1631,Hettie,Gregory,54,M
1632,Katie,Henderson,32,F
1633,Beulah,Martinez,48,M
1634,Cory,Gutierrez,49,F
1635,Roger,Wood,51,M
1636,Catherine,Jackson,65,F
1637,Rebecca,Higgins,64,F
1638,Jay,Rowe,54,F
1639,Fred,Knight,38,M
1640,Eula,Tyler,19,M
1641,Milton,Henderson,23,F
1642,Landon,Kennedy,44,F
1643,Essie,Garner,33,F
1644,Edward,May,42,M
1645,Adele,Weber,22,F
1646,Louisa,Dennis,39,F
1647,Augusta,Underwood,28,M
1648,Sarah,West,52,M
1649,Lida,Gonzalez,55,M
1650,Janie,Wolfe,64,F
1651,Mina,Hopkins,56,F
1652,Cornelia,McGuire,39,M
1653,Florence,Lloyd,55,M
1654,Lydia,Nguyen,34,M
1655,Mina,Rose,40,F
1656,Ricky,Baker,30,M
1657,Raymond,Rose,45,F
1658,Nathaniel,Scott,55,F
1659,Myrtie,Maxwell,58,F
1660,Harriett,Murphy,53,M
1661,Carl,Matthews,43,F
1662,Jeremy,Vega,65,F
1663,Hester,Reid,28,M
1664,Ronnie,Clayton,62,F
1665,Catherine,Daniel,54,F
1666,Dollie,Wilson,35,F
1667,Hettie,Meyer,40,M
1668,Nina,Adams,62,F
1669,Sophie,Vargas,19,M
1670,Hattie,Henderson,59,F
1671,Bernice,Wade,54,M
1672,Nell,Quinn,57,M
1673,Nannie,Banks,39,F
1674,Leo,Smith,26,F
1675,Fred,Kennedy,19,F
1676,Bertie,Tyler,60,M
1677,Ray,Bates,34,F
1678,Leah,Bradley,47,F
1679,Kevin,Garza,49,F
1680,Luis,Flowers,52,F
1681,Douglas,Murray,39,M
1682,Willie,Harrison,58,F
1683,Cameron,Smith,54,M
1684,Myra,Craig,24,M
1685,Christine,Stokes,55,F
1686,Betty,Clarke,27,M
1687,Bertha,Park,49,F
1688,Jose,Miller,57,F
1689,Mattie,Richardson,50,M
1690,Adelaide,Cummings,58,F
1691,Lloyd,Campbell,36,F
1692,Ronnie,Hansen,57,M
1693,Susan,Wood,22,F
1694,Lettie,Delgado,62,F
1695,Edwin,Benson,34,M
1696,Miguel,Collier,63,M
1697,Grace,Reid,40,F
1698,Angel,Arnold,39,F
1699,Ora,Bowers,64,M
1700,Adam,Edwards,22,M
1701,Ethel,Luna,18,M
1702,Stephen,Pierce,58,F
1703,Virginia,Miles,37,M
1704,Rebecca,Sanders,33,M
1705,Milton,Gomez,29,M
1706,Ola,Howard,60,F
1707,Herbert,Sullivan,37,M
1708,Lawrence,Caldwell,36,F
1709,Phillip,James,53,F
1710,Benjamin,Pratt,59,M
1711,Estelle,Brewer,59,M
1712,Cynthia,Carlson,24,F
1713,Nannie,Ward,42,M
1714,Jerry,Nunez,33,M
1715,Maud,Thompson,28,F
1716,Eugene,Fleming,59,F
1717,Paul,Casey,33,M
1718,Joel,Fisher,51,F
1719,Gertrude,Johnson,28,M
1720,Gavin,Bowman,36,F
1721,Brian,Ellis,53,F
1722,Aiden,Cohen,39,M
1723,Charles,Sullivan,45,M
1724,Katharine,Simmons,39,M
1725,Johnny,Murphy,20,M
1726,Gertrude,Cohen,40,F
1727,Katherine,Long,58,F
1728,Kathryn,Pena,22,F
1729,Keith,Castillo,20,F
1730,Minnie,Reynolds,63,F
1731,Hester,Bradley,52,F
1732,Nicholas,Robinson,19,M
1733,Shane,Manning,56,M
1734,Alta,Lewis,33,M
1735,Pearl,Gardner,44,M
1736,Lillian,Page,58,F
1737,Edward,Sharp,57,M
1738,David,Reynolds,59,M
1739,Celia,McGuire,52,M
1740,Minerva,Day,21,F
1741,Eula,Abbott,41,M
1742,Darrell,Stewart,34,M
1743,Delia,Sanchez,61,M
1744,Alice,Neal,54,M
1745,Mabel,Ford,61,F
1746,Blanche,Brown,21,M
1747,Barry,Hunter,58,M
1748,Jimmy,Herrera,32,M
1749,Franklin,Clark,48,M
1750,Anthony,Collins,39,F
1751,Olga,Wheeler,18,F
1752,Frances,Aguilar,59,M
1753,Phillip,Webster,20,F
1754,Jimmy,Waters,21,M
1755,Logan,Dean,35,F
1756,Jeremy,Neal,59,M
1757,Rena,Walters,50,M
1758,Ruby,Osborne,34,F
1759,Ethel,Weber,34,M
1760,Cynthia,McCarthy,30,F
1761,Phillip,McBride,44,M
1762,Eula,Wood,23,M
1763,Todd,Banks,29,F
1764,Hulda,Atkins,42,M
1765,Leon,Vargas,32,M
1766,Edgar,Carroll,57,M
1767,Caroline,Gibbs,40,F
1768,Catherine,Stokes,51,M
1769,Virginia,Curtis,50,F
1770,Beulah,Hubbard,40,M
1771,Christine,Martin,59,M
1772,Herman,Stone,53,M
1773,Catherine,Hart,18,M
1774,Katharine,Maxwell,60,M
1775,Devin,Welch,36,M
1776,Celia,Blake,23,F
1777,Mitchell,Bryant,62,M
